Packet,Timestamp_sec,Timestamp_nsec,AnomalyType,Force,Position,Temperature
450,1748508086,792180000,PositionalError,8.938,5.528,24.924
451,1748508086,795960000,PositionalError,10.581,4.751,25.152
452,1748508086,801986000,PositionalError,10.967,4.617,25.380
453,1748508086,806761000,PositionalError,8.460,4.016,24.719
454,1748508086,811522000,PositionalError,8.035,5.637,24.675
455,1748508086,816265000,PositionalError,9.534,4.070,25.278
456,1748508086,822108000,PositionalError,8.037,5.899,25.185
457,1748508086,826875000,PositionalError,10.974,5.126,25.475
458,1748508086,832087000,PositionalError,10.554,4.057,24.700
459,1748508086,836873000,PositionalError,11.013,5.560,24.627
460,1748508086,841799000,ForceSpike,19.586,5.608,25.070
460,1748508086,841799000,PositionalError,19.586,5.608,25.070
462,1748508086,851826000,PositionalError,11.183,4.105,25.140
463,1748508086,856431000,PositionalError,11.243,5.942,24.852
464,1748508086,861231000,ForceSpike,20.980,5.214,25.117
464,1748508086,861231000,PositionalError,20.980,5.214,25.117
465,1748508086,866528000,PositionalError,11.438,4.513,24.500
466,1748508086,871306000,PositionalError,8.900,5.083,24.635
468,1748508086,881904000,TempSpike,11.626,4.566,33.159
468,1748508086,881904000,PositionalError,11.626,4.566,33.159
469,1748508086,886865000,PositionalError,8.502,4.691,25.353
470,1748508086,891654000,PositionalError,8.072,4.681,24.647
471,1748508086,896531000,PositionalError,9.786,5.228,24.647
472,1748508086,901485000,PositionalError,11.991,4.857,25.074
474,1748508086,911948000,PositionalError,11.102,4.619,25.080
475,1748508086,916623000,PositionalError,8.005,4.389,24.667
476,1748508086,921353000,ForceSpike,20.197,4.182,25.286
476,1748508086,921353000,PositionalError,20.197,4.182,25.286
477,1748508086,927304000,PositionalError,9.352,5.485,24.931
478,1748508086,932014000,TempSpike,8.976,5.400,34.981
478,1748508086,932014000,PositionalError,8.976,5.400,34.981
479,1748508086,936807000,PositionalError,10.581,4.320,24.724
480,1748508086,941493000,PositionalError,10.890,5.794,25.164
481,1748508086,946193000,PositionalError,11.639,5.450,25.245
482,1748508086,952126000,TempSpike,11.656,5.303,32.084
482,1748508086,952126000,PositionalError,11.656,5.303,32.084
483,1748508086,956141000,PositionalError,10.364,5.356,25.310
484,1748508086,961379000,PositionalError,10.544,4.011,25.435
485,1748508086,967200000,PositionalError,8.090,5.184,25.406
486,1748508086,971936000,PositionalError,11.526,4.900,25.347
487,1748508086,976626000,PositionalError,11.632,4.414,25.103
488,1748508086,981345000,PositionalError,9.384,5.330,25.487
489,1748508086,987130000,PositionalError,10.173,5.063,25.205
490,1748508086,991857000,PositionalError,10.233,4.540,25.247
491,1748508086,996556000,PositionalError,8.172,4.151,24.663
492,1748508087,1274000,PositionalError,11.504,5.584,24.746
493,1748508087,7077000,TempSpike,8.489,4.161,35.261
493,1748508087,7077000,PositionalError,8.489,4.161,35.261
494,1748508087,11309000,PositionalError,11.648,4.592,24.644
495,1748508087,19139000,PositionalError,9.711,5.274,24.993
497,1748508087,27269000,PositionalError,9.323,5.562,24.611
498,1748508087,32389000,PositionalError,11.138,4.831,24.537
499,1748508087,36621000,PositionalError,10.413,5.857,25.213
500,1748508087,42083000,PositionalError,8.680,5.352,25.340
501,1748508087,47938000,PositionalError,10.644,4.321,25.194
502,1748508087,51284000,PositionalError,9.733,5.668,25.233
503,1748508087,57164000,PositionalError,8.173,4.713,24.704
504,1748508087,61585000,PositionalError,11.379,5.918,25.209
506,1748508087,71628000,PositionalError,10.534,5.437,25.056
507,1748508087,76386000,PositionalError,11.827,4.304,24.749
508,1748508087,82238000,PositionalError,11.840,5.926,24.773
509,1748508087,86962000,PositionalError,8.312,4.079,24.967
510,1748508087,91651000,PositionalError,10.569,4.656,25.216
511,1748508087,96351000,PositionalError,10.972,4.603,24.849
512,1748508087,102229000,TempSpike,9.093,4.941,32.328
512,1748508087,102229000,PositionalError,9.093,4.941,32.328
513,1748508087,106118000,PositionalError,10.800,4.571,25.389
514,1748508087,111946000,ForceSpike,19.906,5.296,25.145
514,1748508087,111946000,PositionalError,19.906,5.296,25.145
515,1748508087,116870000,PositionalError,10.752,4.220,25.369
516,1748508087,121565000,PositionalError,9.800,5.911,25.463
517,1748508087,126192000,PositionalError,10.287,4.554,25.351
519,1748508087,136645000,PositionalError,8.977,5.455,25.073
520,1748508087,141315000,PositionalError,11.543,5.373,25.121
521,1748508087,147100000,PositionalError,10.359,5.523,24.917
523,1748508087,156447000,ForceSpike,20.468,4.460,24.681
523,1748508087,156447000,PositionalError,20.468,4.460,24.681
524,1748508087,161328000,PositionalError,11.230,4.615,25.195
525,1748508087,167083000,PositionalError,10.863,4.219,25.363
526,1748508087,170920000,PositionalError,8.586,4.132,25.154
527,1748508087,176749000,PositionalError,9.883,4.343,25.455
528,1748508087,181162000,PositionalError,11.812,5.087,24.757
529,1748508087,187145000,PositionalError,11.773,5.335,25.315
530,1748508087,191814000,PositionalError,9.226,5.457,24.612
531,1748508087,196484000,PositionalError,10.342,5.138,25.064
532,1748508087,202000000,PositionalError,9.221,5.184,25.323
533,1748508087,206993000,PositionalError,9.614,5.962,24.978
534,1748508087,211733000,TempSpike,8.481,4.119,34.045
534,1748508087,211733000,PositionalError,8.481,4.119,34.045
535,1748508087,216509000,PositionalError,8.948,4.777,24.620
536,1748508087,222319000,ForceSpike,18.636,5.060,25.072
536,1748508087,222319000,PositionalError,18.636,5.060,25.072
537,1748508087,226219000,PositionalError,10.567,5.803,24.793
538,1748508087,232011000,TempSpike,8.405,4.493,35.567
538,1748508087,232011000,PositionalError,8.405,4.493,35.567
539,1748508087,236701000,PositionalError,9.782,5.842,25.049
540,1748508087,241557000,PositionalError,10.195,4.427,25.040
541,1748508087,246254000,PositionalError,11.408,4.540,25.161
542,1748508087,252047000,TempSpike,9.055,5.519,33.738
542,1748508087,252047000,PositionalError,9.055,5.519,33.738
543,1748508087,256896000,PositionalError,9.095,4.065,24.659
544,1748508087,261632000,PositionalError,9.118,5.475,24.681
545,1748508087,266318000,TempSpike,11.309,4.000,31.311
545,1748508087,266318000,PositionalError,11.309,4.000,31.311
546,1748508087,272243000,PositionalError,11.063,5.971,25.208
547,1748508087,276885000,PositionalError,10.125,5.962,24.664
548,1748508087,281583000,PositionalError,10.420,4.038,25.375
550,1748508087,292159000,PositionalError,9.314,5.019,24.680
551,1748508087,297192000,PositionalError,9.878,4.318,25.004
552,1748508087,301911000,ForceSpike,20.341,5.970,24.937
552,1748508087,301911000,PositionalError,20.341,5.970,24.937
555,1748508087,317241000,TempSpike,11.831,5.448,31.345
555,1748508087,317241000,PositionalError,11.831,5.448,31.345
556,1748508087,322083000,PositionalError,9.596,4.128,24.556
557,1748508087,326817000,PositionalError,10.529,4.922,25.092
558,1748508087,331534000,PositionalError,10.537,4.397,25.408
559,1748508087,336252000,PositionalError,9.764,5.174,25.215
560,1748508087,342096000,PositionalError,9.302,5.336,24.867
561,1748508087,346888000,PositionalError,8.919,4.296,24.591
562,1748508087,351826000,PositionalError,9.255,5.989,24.633
564,1748508087,361189000,PositionalError,8.621,5.591,24.950
565,1748508087,367040000,PositionalError,11.875,5.854,25.045
566,1748508087,371776000,PositionalError,9.971,5.465,25.307
567,1748508087,376501000,PositionalError,11.906,4.187,25.136
568,1748508087,381258000,PositionalError,9.275,5.335,25.445
569,1748508087,387184000,PositionalError,9.513,5.830,25.000
570,1748508087,391908000,PositionalError,11.414,5.558,24.850
571,1748508087,396710000,TempSpike,8.196,5.894,32.532
571,1748508087,396710000,PositionalError,8.196,5.894,32.532
572,1748508087,401673000,PositionalError,11.989,4.590,25.126
573,1748508087,406405000,PositionalError,9.028,4.853,25.270
574,1748508087,412276000,PositionalError,9.826,5.616,25.219
575,1748508087,417025000,ForceSpike,17.411,4.492,24.751
575,1748508087,417025000,PositionalError,17.411,4.492,24.751
576,1748508087,422156000,PositionalError,9.509,4.863,24.983
577,1748508087,425739000,ForceSpike,18.199,4.864,24.683
577,1748508087,425739000,PositionalError,18.199,4.864,24.683
578,1748508087,431148000,PositionalError,10.308,4.585,24.954
579,1748508087,436719000,PositionalError,9.231,5.878,25.014
580,1748508087,441359000,PositionalError,9.837,4.805,25.115
581,1748508087,447208000,PositionalError,10.723,5.444,24.753
582,1748508087,451924000,PositionalError,8.380,4.597,25.478
583,1748508087,456778000,PositionalError,8.230,4.428,24.695
584,1748508087,461487000,PositionalError,10.973,4.707,24.900
585,1748508087,466218000,PositionalError,8.702,4.463,25.277
586,1748508087,472155000,PositionalError,11.646,4.092,24.690
587,1748508087,476931000,PositionalError,9.594,4.010,25.420
588,1748508087,481657000,PositionalError,9.558,4.855,25.402
589,1748508087,486381000,PositionalError,10.883,4.146,25.456
590,1748508087,491141000,ForceSpike,16.585,5.647,25.458
590,1748508087,491141000,PositionalError,16.585,5.647,25.458
592,1748508087,501820000,PositionalError,11.532,5.611,24.952
594,1748508087,511608000,PositionalError,8.470,5.741,25.275
595,1748508087,516435000,PositionalError,9.198,4.543,25.023
596,1748508087,521218000,PositionalError,11.923,5.893,25.491
597,1748508087,527208000,PositionalError,8.754,5.586,24.684
598,1748508087,532010000,PositionalError,9.343,4.993,24.958
599,1748508087,536754000,PositionalError,9.183,4.329,25.277
600,1748508087,541505000,PositionalError,9.290,4.773,25.397
601,1748508087,546411000,PositionalError,8.095,5.020,24.940
602,1748508087,551198000,PositionalError,10.350,5.956,25.308
603,1748508087,556031000,TempSpike,8.811,4.978,33.060
603,1748508087,556031000,PositionalError,8.811,4.978,33.060
604,1748508087,561282000,PositionalError,10.679,4.742,25.015
605,1748508087,567192000,TempSpike,8.713,4.419,32.954
605,1748508087,567192000,PositionalError,8.713,4.419,32.954
606,1748508087,572071000,PositionalError,11.353,5.000,24.888
607,1748508087,576909000,PositionalError,11.540,4.410,24.769
608,1748508087,582009000,PositionalError,8.981,4.050,25.383
609,1748508087,586772000,PositionalError,8.012,5.353,25.133
610,1748508087,591448000,PositionalError,8.266,4.735,25.192
611,1748508087,597294000,PositionalError,8.776,5.708,24.548
612,1748508087,602057000,PositionalError,9.073,5.244,24.792
613,1748508087,606859000,PositionalError,9.258,5.817,25.378
616,1748508087,621317000,TempSpike,10.683,4.793,33.178
616,1748508087,621317000,PositionalError,10.683,4.793,33.178
617,1748508087,626199000,PositionalError,8.939,5.425,25.264
618,1748508087,632144000,PositionalError,11.637,4.299,25.362
619,1748508087,636954000,PositionalError,9.290,5.685,24.581
620,1748508087,641686000,PositionalError,10.826,5.490,25.110
621,1748508087,646452000,TempSpike,9.067,5.286,33.176
621,1748508087,646452000,PositionalError,9.067,5.286,33.176
622,1748508087,651623000,PositionalError,11.909,4.169,24.582
623,1748508087,656401000,TempSpike,11.928,4.798,35.098
623,1748508087,656401000,PositionalError,11.928,4.798,35.098
624,1748508087,661331000,PositionalError,8.627,5.400,25.311
625,1748508087,666873000,PositionalError,8.761,4.447,25.115
626,1748508087,671631000,PositionalError,11.183,4.205,24.717
627,1748508087,676391000,ForceSpike,20.580,5.959,24.765
627,1748508087,676391000,PositionalError,20.580,5.959,24.765
629,1748508087,686203000,PositionalError,10.347,4.288,24.706
630,1748508087,692116000,PositionalError,10.551,5.199,25.351
631,1748508087,696887000,PositionalError,11.810,5.788,25.446
633,1748508087,706396000,PositionalError,9.871,4.595,24.533
634,1748508087,712328000,PositionalError,8.816,4.403,25.273
635,1748508087,716242000,ForceSpike,18.212,4.886,24.864
635,1748508087,716242000,PositionalError,18.212,4.886,24.864
636,1748508087,721686000,PositionalError,9.391,5.431,25.490
637,1748508087,726436000,PositionalError,8.258,4.194,24.798
638,1748508087,732298000,PositionalError,9.634,5.291,25.464
639,1748508087,737032000,PositionalError,10.483,4.861,24.858
640,1748508087,741983000,PositionalError,10.941,4.814,25.487
641,1748508087,746727000,ForceSpike,17.033,4.135,25.332
641,1748508087,746727000,PositionalError,17.033,4.135,25.332
642,1748508087,751697000,PositionalError,11.469,4.471,25.432
643,1748508087,756665000,PositionalError,8.315,5.429,25.227
644,1748508087,761414000,TempSpike,9.906,5.506,33.443
644,1748508087,761414000,PositionalError,9.906,5.506,33.443
645,1748508087,766278000,PositionalError,8.779,4.888,24.834
646,1748508087,772201000,PositionalError,9.144,4.371,24.675
647,1748508087,776950000,PositionalError,9.668,5.900,24.902
649,1748508087,786379000,PositionalError,10.562,4.184,25.303
650,1748508087,792271000,PositionalError,9.277,4.490,24.661
651,1748508087,796262000,TempSpike,9.187,4.586,33.921
651,1748508087,796262000,PositionalError,9.187,4.586,33.921
652,1748508087,801204000,ForceSpike,19.702,4.121,24.632
652,1748508087,801204000,PositionalError,19.702,4.121,24.632
653,1748508087,807319000,PositionalError,10.430,5.264,24.907
654,1748508087,811124000,PositionalError,9.592,5.339,24.759
655,1748508087,817094000,PositionalError,10.402,4.089,25.338
656,1748508087,822007000,PositionalError,11.780,5.427,24.622
657,1748508087,826795000,PositionalError,8.937,5.473,25.235
659,1748508087,836512000,PositionalError,11.788,4.160,24.885
660,1748508087,841300000,PositionalError,8.083,4.310,24.662
661,1748508087,847147000,PositionalError,9.733,4.341,25.427
662,1748508087,851926000,PositionalError,9.862,5.403,24.548
663,1748508087,856623000,PositionalError,11.657,5.084,25.302
664,1748508087,861405000,PositionalError,11.447,5.460,25.343
665,1748508087,867271000,PositionalError,8.470,5.968,24.831
666,1748508087,872013000,PositionalError,8.615,4.016,24.836
667,1748508087,876677000,PositionalError,10.348,5.388,24.967
668,1748508087,881433000,PositionalError,10.712,5.682,25.317
669,1748508087,887281000,TempSpike,8.127,4.243,34.154
669,1748508087,887281000,PositionalError,8.127,4.243,34.154
670,1748508087,892167000,PositionalError,11.466,5.420,25.368
671,1748508087,896445000,TempSpike,9.227,5.398,33.666
671,1748508087,896445000,PositionalError,9.227,5.398,33.666
672,1748508087,901546000,PositionalError,11.352,5.982,25.287
673,1748508087,906275000,PositionalError,10.017,4.103,25.226
674,1748508087,911865000,PositionalError,10.324,5.926,25.002
675,1748508087,916585000,PositionalError,8.300,5.067,25.104
676,1748508087,921595000,PositionalError,8.975,5.735,24.697
677,1748508087,926614000,PositionalError,11.592,5.281,25.363
678,1748508087,931151000,PositionalError,8.644,5.320,24.794
679,1748508087,937282000,PositionalError,10.165,4.516,24.520
680,1748508087,941240000,PositionalError,8.162,5.607,24.762
681,1748508087,947087000,PositionalError,11.065,5.422,24.589
684,1748508087,962187000,PositionalError,11.871,5.879,25.299
685,1748508087,966897000,PositionalError,10.633,4.565,24.526
686,1748508087,971643000,PositionalError,8.715,5.393,24.519
687,1748508087,976400000,PositionalError,8.735,4.962,25.024
688,1748508087,982249000,PositionalError,9.818,4.573,24.597
689,1748508087,986962000,PositionalError,9.571,4.709,25.492
690,1748508087,991843000,PositionalError,11.199,5.864,24.571
692,1748508088,1286000,PositionalError,8.698,5.563,24.609
693,1748508088,7225000,PositionalError,9.795,5.233,24.772
694,1748508088,11953000,PositionalError,8.495,5.133,25.278
695,1748508088,16694000,PositionalError,10.350,4.798,24.733
696,1748508088,21459000,PositionalError,8.609,4.250,24.984
697,1748508088,26491000,PositionalError,8.132,4.338,25.205
698,1748508088,31187000,PositionalError,10.183,5.165,25.010
699,1748508088,37004000,PositionalError,9.191,4.213,24.768
700,1748508088,41691000,PositionalError,10.217,4.097,25.249
701,1748508088,46050000,PositionalError,10.449,5.482,24.515
702,1748508088,51912000,PositionalError,10.842,5.843,24.985
703,1748508088,56790000,PositionalError,11.610,5.057,25.387
704,1748508088,61441000,PositionalError,8.311,5.237,25.215
705,1748508088,66204000,ForceSpike,18.102,4.166,24.658
705,1748508088,66204000,PositionalError,18.102,4.166,24.658
706,1748508088,72001000,PositionalError,10.028,4.851,24.585
707,1748508088,76699000,PositionalError,10.802,4.371,24.690
708,1748508088,81613000,PositionalError,8.257,5.633,24.737
710,1748508088,92050000,PositionalError,9.999,4.812,25.479
712,1748508088,101418000,PositionalError,8.594,4.391,25.067
713,1748508088,107252000,PositionalError,8.569,5.052,24.516
715,1748508088,116680000,PositionalError,8.448,4.784,24.734
716,1748508088,121367000,PositionalError,8.353,5.738,25.225
